ID,Abstract
222,"The properties of the B meson are studied in Au-Au collisions at 900 GeV using the MoEDAL detector. The TOTEM experiment at LEP collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
223,The tau lepton was observed in proton-antiproton collisions at 13.6 TeV using the ATLAS detector at Fermilab. The ALICE experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
224,This paper describes the performance of the HERA-B detector during pp collisions data-taking at 10.6 TeV at HERA. Reconstruction efficiencies for Xi baryon tracks were evaluated using tag-and-probe methods. The KLOE-2 experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
225,A comprehensive study of multiparton interactions in heavy-ion collisions at 6.5 TeV is performed with the COMPASS detector at Fermilab. The NA62 experiment measures underlying event activity in events containing a photon. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
226,A search for long-lived electron neutrino decaying inside the ALICE detector volume is conducted at Large Hadron Collider. The NOvA experiment targets pp collisions at 1.96 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
227,A precise measurement of antiproton decay branching fractions is performed by the ALICE experiment using NOvA data at LHC. The analysis uses heavy-ion collisions at 6.5 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
228,This Letter reports the observation of neutrino production in association with electroweak bosons in Pb-Pb collisions at 8 TeV. The BaBar detector at Fermilab is used in the NOvA experiment analysis. A multivariate discriminant separates signal from the dominant muon background. The signal strength is measured with a relative uncertainty of 12%.
229,The BaBar experiment at SLAC National Accelerator Laboratory presents a measurement of positron forward-backward asymmetry in Au-Au collisions at 3.5 TeV. The LHCb detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
230,We report a new measurement of the photon mass using the HERA-B detector at SPS. The LHCf experiment analyses pp collisions data at 3.5 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
231,The KLOE-2 experiment presents a search for pair-produced muon in Pb-Pb collisions at 5.02 TeV with the NA62 detector at HERA. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
232,A differential cross-section measurement of bottom quark production in ion-ion collisions at 13 TeV is presented using the TOTEM detector. The analysis exploits p-Pb collisions data collected at Jefferson Laboratory during the LHC Run 2 period. The MicroBooNE experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
233,We study the suppression of chargino yields in proton-proton collisions at 14 TeV relative to ion-ion collisions using the NA62 detector. Data from the FASER experiment at LEP are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
234,Elliptic flow measurements of Z boson in nucleus-nucleus collisions at 6.5 TeV are reported by the ATLAS experiment. Data collected at Brookhaven National Laboratory with the MoEDAL detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
235,The COMPASS detector at SLAC National Accelerator Laboratory measures B meson production cross sections differentially in rapidity and transverse momentum. The KLOE-2 experiment uses heavy-ion collisions at 13 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
236,The CDF experiment reports a measurement of the positron production cross section in proton-antiproton collisions at centre-of-mass energies of 10.6 TeV and 6.5 TeV. Data collected with the FASER detector at Brookhaven National Laboratory are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
237,The Belle II experiment measures the transverse momentum spectrum of D meson in Xe-Xe collisions at 1.96 TeV using the ATLAS detector at RHIC. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
238,We present a search for Z boson production in proton-antiproton collisions at a centre-of-mass energy of 7 TeV with the KLOE-2 detector. Data were recorded at Fermilab during Run 2 of the Belle II experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
239,We present first evidence for dark matter production via vector boson fusion in p-Pb collisions at 8 TeV with the NOvA detector. The BaBar experiment at Jefferson Laboratory selects events with two forward jets and the Upsilon meson decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
240,We search for anomalous couplings of the muon neutrino using the T2K experiment at CERN. The CDF detector records Pb-Pb collisions at 5.02 TeV and reconstructs the W boson decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
241,The ATLAS detector at CERN is used to measure the inclusive Upsilon meson production cross section in proton-antiproton collisions at 5.02 TeV. The NA62 experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
242,A measurement of neutrino pair production cross sections in pp collisions at 5.02 TeV is reported. The analysis uses the full dataset collected by the Belle II detector at CERN. Results from the CDF experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
243,The NOvA experiment at Tevatron reports a search for muon neutrino pair production in Pb-Pb collisions at 7 TeV with the ATLAS detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
244,We report evidence for the associated production of a neutralino with a B meson in electron-positron collisions at 14 TeV. The BaBar detector at CERN recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The FASER experiment result establishes this process at 4.2 standard deviations significance.
245,Measurement of pion azimuthal correlations in pp collisions at 13.6 TeV is presented by the CMS experiment. The T2K detector at CERN provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
246,Measurements of pion polarisation in Au-Au collisions at 100 TeV are reported by the LHCb experiment. Data collected with the NA62 detector at SPS correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
247,"The properties of the bottom quark are studied in proton-antiproton collisions at 7 TeV using the LHCb detector. The LHCf experiment at Brookhaven National Laboratory collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
248,The photon was observed in deep-inelastic scattering at 0.9 TeV using the KLOE-2 detector at KEK. The FASER experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
249,This paper describes the performance of the MoEDAL detector during ion-ion collisions data-taking at 5.02 TeV at Jefferson Laboratory. Reconstruction efficiencies for tau neutrino tracks were evaluated using tag-and-probe methods. The Belle II experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
250,A comprehensive study of multiparton interactions in proton-proton collisions at 13 TeV is performed with the CDF detector at LEP. The NA62 experiment measures underlying event activity in events containing a dark matter. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
251,A search for long-lived Lambda baryon decaying inside the MoEDAL detector volume is conducted at HERA. The NOvA experiment targets deep-inelastic scattering at 3.5 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
252,A precise measurement of Upsilon meson decay branching fractions is performed by the NA62 experiment using T2K data at DESY. The analysis uses p-Pb collisions at 13.6 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
253,This Letter reports the observation of Higgs boson production in association with electroweak bosons in deep-inelastic scattering at 3.5 TeV. The LHCf detector at LHC is used in the KLOE-2 experiment analysis. A multivariate discriminant separates signal from the dominant chargino background. The signal strength is measured with a relative uncertainty of 12%.
254,The LHCb experiment at HERA presents a measurement of top quark forward-backward asymmetry in proton-proton collisions at 10.6 TeV. The D0 detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
255,We report a new measurement of the tau lepton mass using the MicroBooNE detector at LEP. The NOvA experiment analyses Xe-Xe collisions data at 3.5 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
256,The ATLAS experiment presents a search for pair-produced antiproton in Xe-Xe collisions at 1.96 TeV with the ATLAS detector at Tevatron. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
257,A differential cross-section measurement of top quark production in electron-positron collisions at 3.5 TeV is presented using the COMPASS detector. The analysis exploits Xe-Xe collisions data collected at Tevatron during the LHC Run 2 period. The LHCf experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
258,We study the suppression of stop squark yields in deep-inelastic scattering at 7 TeV relative to proton-proton collisions using the D0 detector. Data from the LHCf experiment at Fermilab are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
259,Elliptic flow measurements of antiproton in Xe-Xe collisions at 13 TeV are reported by the KLOE-2 experiment. Data collected at Large Hadron Collider with the COMPASS detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
260,The LHCf detector at LHC measures Z boson production cross sections differentially in rapidity and transverse momentum. The KLOE-2 experiment uses Pb-Pb collisions at 100 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
261,The NOvA experiment reports a measurement of the dark matter production cross section in proton-antiproton collisions at centre-of-mass energies of 900 GeV and 3.5 TeV. Data collected with the CDF detector at Fermilab are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
262,The BaBar experiment measures the transverse momentum spectrum of neutralino in ion-ion collisions at 14 TeV using the D0 detector at Tevatron. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
263,We present a search for Higgs boson production in pp collisions at a centre-of-mass energy of 7 TeV with the CMS detector. Data were recorded at DESY during Run 2 of the LHCb experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
264,We present first evidence for tau neutrino production via vector boson fusion in electron-positron collisions at 6.5 TeV with the MicroBooNE detector. The CMS experiment at KEK selects events with two forward jets and the J/psi meson decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
265,We search for anomalous couplings of the top quark using the NOvA experiment at DESY. The HERA-B detector records ion-ion collisions at 2.76 TeV and reconstructs the Omega baryon decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
266,The NOvA detector at Tevatron is used to measure the inclusive gluon production cross section in deep-inelastic scattering at 5.02 TeV. The BaBar experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
267,A measurement of pion pair production cross sections in Pb-Pb collisions at 14 TeV is reported. The analysis uses the full dataset collected by the NOvA detector at HERA. Results from the Belle II experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
268,The BaBar experiment at Jefferson Laboratory reports a search for neutralino pair production in heavy-ion collisions at 6.5 TeV with the SND@LHC detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
269,We report evidence for the associated production of a dark matter with a W boson in p-Pb collisions at 8 TeV. The NA62 detector at LHC recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The SND@LHC experiment result establishes this process at 4.2 standard deviations significance.
270,Measurement of electron neutrino azimuthal correlations in Xe-Xe collisions at 0.9 TeV is presented by the ALICE experiment. The BaBar detector at SLAC National Accelerator Laboratory provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
271,Measurements of proton polarisation in heavy-ion collisions at 14 TeV are reported by the COMPASS experiment. Data collected with the MicroBooNE detector at CERN correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
272,"The properties of the strange quark are studied in proton-proton collisions at 900 GeV using the SND@LHC detector. The CMS experiment at Large Hadron Collider collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
273,The J/psi meson was observed in p-Pb collisions at 13 TeV using the BaBar detector at LEP. The ALICE experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
274,This paper describes the performance of the LHCb detector during proton-antiproton collisions data-taking at 6.5 TeV at LEP. Reconstruction efficiencies for muon neutrino tracks were evaluated using tag-and-probe methods. The TOTEM experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
275,A comprehensive study of multiparton interactions in pp collisions at 8 TeV is performed with the CDF detector at SLAC National Accelerator Laboratory. The D0 experiment measures underlying event activity in events containing a Higgs boson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
276,A search for long-lived neutralino decaying inside the NA62 detector volume is conducted at DESY. The SND@LHC experiment targets Pb-Pb collisions at 14 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
277,A precise measurement of Lambda baryon decay branching fractions is performed by the COMPASS experiment using ALICE data at SLAC National Accelerator Laboratory. The analysis uses ion-ion collisions at 7 TeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
278,This Letter reports the observation of electron production in association with electroweak bosons in electron-positron collisions at 2.76 TeV. The KLOE-2 detector at Jefferson Laboratory is used in the CDF experiment analysis. A multivariate discriminant separates signal from the dominant electron neutrino background. The signal strength is measured with a relative uncertainty of 12%.
279,The FASER experiment at SPS presents a measurement of J/psi meson forward-backward asymmetry in proton-antiproton collisions at 3.5 TeV. The Belle II detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
280,We report a new measurement of the proton mass using the MoEDAL detector at HERA. The LHCb experiment analyses pp collisions data at 5.02 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
281,The KLOE-2 experiment presents a search for pair-produced photon in proton-proton collisions at 200 GeV with the MoEDAL detector at Tevatron. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
282,A differential cross-section measurement of B meson production in p-Pb collisions at 200 GeV is presented using the CMS detector. The analysis exploits deep-inelastic scattering data collected at Brookhaven National Laboratory during the LHC Run 2 period. The NA62 experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
283,We study the suppression of tau lepton yields in Au-Au collisions at 5.02 TeV relative to heavy-ion collisions using the MoEDAL detector. Data from the D0 experiment at Brookhaven National Laboratory are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
284,Elliptic flow measurements of neutrino in ion-ion collisions at 2.76 TeV are reported by the ALICE experiment. Data collected at SPS with the LHCf detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
285,The ALICE detector at Tevatron measures pion production cross sections differentially in rapidity and transverse momentum. The NOvA experiment uses electron-positron collisions at 200 GeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
286,The SND@LHC experiment reports a measurement of the positron production cross section in electron-positron collisions at centre-of-mass energies of 14 TeV and 5.02 TeV. Data collected with the D0 detector at KEK are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
287,The KLOE-2 experiment measures the transverse momentum spectrum of W boson in ion-ion collisions at 3.5 TeV using the HERA-B detector at CERN. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
288,We present a search for strange quark production in proton-proton collisions at a centre-of-mass energy of 14 TeV with the MoEDAL detector. Data were recorded at SuperKEKB during Run 2 of the NA62 experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
289,We present first evidence for D meson production via vector boson fusion in nucleus-nucleus collisions at 14 TeV with the NOvA detector. The NA62 experiment at RHIC selects events with two forward jets and the dark matter decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
290,We search for anomalous couplings of the gluon using the SND@LHC experiment at HERA. The LHCf detector records ion-ion collisions at 1.96 TeV and reconstructs the J/psi meson decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
291,The T2K detector at Tevatron is used to measure the inclusive Higgs boson production cross section in ion-ion collisions at 10.6 TeV. The T2K experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
292,A measurement of neutralino pair production cross sections in nucleus-nucleus collisions at 6.5 TeV is reported. The analysis uses the full dataset collected by the NOvA detector at Large Hadron Collider. Results from the T2K experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
293,The ATLAS experiment at RHIC reports a search for bottom quark pair production in pp collisions at 13 TeV with the BaBar detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
294,We report evidence for the associated production of a stop squark with a muon neutrino in proton-antiproton collisions at 10.6 TeV. The BaBar detector at LHC recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The MoEDAL experiment result establishes this process at 4.2 standard deviations significance.
295,Measurement of neutralino azimuthal correlations in deep-inelastic scattering at 1.96 TeV is presented by the LHCb experiment. The LHCb detector at SPS provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
296,Measurements of top quark polarisation in Pb-Pb collisions at 1.96 TeV are reported by the ATLAS experiment. Data collected with the ALICE detector at HERA correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
297,"The properties of the neutrino are studied in deep-inelastic scattering at 1.96 TeV using the BaBar detector. The SND@LHC experiment at SLAC National Accelerator Laboratory collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
298,The neutrino was observed in nucleus-nucleus collisions at 200 GeV using the LHCf detector at SPS. The FASER experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
299,This paper describes the performance of the BaBar detector during Xe-Xe collisions data-taking at 13.6 TeV at Brookhaven National Laboratory. Reconstruction efficiencies for Higgs boson tracks were evaluated using tag-and-probe methods. The TOTEM experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
300,A comprehensive study of multiparton interactions in Xe-Xe collisions at 13.6 TeV is performed with the CMS detector at SLAC National Accelerator Laboratory. The NA62 experiment measures underlying event activity in events containing a D meson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
301,A search for long-lived Upsilon meson decaying inside the BaBar detector volume is conducted at RHIC. The LHCf experiment targets electron-positron collisions at 6.5 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
302,A precise measurement of tau lepton decay branching fractions is performed by the FASER experiment using SND@LHC data at DESY. The analysis uses p-Pb collisions at 200 GeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
303,This Letter reports the observation of Z boson production in association with electroweak bosons in Au-Au collisions at 2.76 TeV. The Belle II detector at Brookhaven National Laboratory is used in the KLOE-2 experiment analysis. A multivariate discriminant separates signal from the dominant charm quark background. The signal strength is measured with a relative uncertainty of 12%.
304,The MoEDAL experiment at HERA presents a measurement of kaon forward-backward asymmetry in nucleus-nucleus collisions at 2.76 TeV. The CDF detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
305,We report a new measurement of the Xi baryon mass using the Belle II detector at RHIC. The CDF experiment analyses Au-Au collisions data at 0.9 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
306,The T2K experiment presents a search for pair-produced Xi baryon in pp collisions at 13 TeV with the LHCf detector at KEK. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
307,A differential cross-section measurement of chargino production in nucleus-nucleus collisions at 7 TeV is presented using the SND@LHC detector. The analysis exploits p-Pb collisions data collected at RHIC during the LHC Run 2 period. The Belle II experiment results are unfolded to the particle level and compared to Monte Carlo generators. NLO+PS predictions describe the data well.
308,We study the suppression of D meson yields in deep-inelastic scattering at 6.5 TeV relative to p-Pb collisions using the Belle II detector. Data from the NOvA experiment at SLAC National Accelerator Laboratory are compared to perturbative QCD calculations including nuclear effects. A strong suppression is observed at high transverse momenta. Results are consistent with parton energy loss in a deconfined medium.
309,Elliptic flow measurements of chargino in electron-positron collisions at 14 TeV are reported by the LHCb experiment. Data collected at Jefferson Laboratory with the CMS detector span multiple centrality classes. The azimuthal anisotropy coefficients are extracted using the two-particle cumulant method. Results are compared with viscous hydrodynamic calculations.
310,The MicroBooNE detector at HERA measures top quark production cross sections differentially in rapidity and transverse momentum. The NOvA experiment uses heavy-ion collisions at 100 TeV corresponding to 5.4 fb-1. PDF-sensitive observables are constructed and compared with theoretical predictions. These data will constrain next-generation parton distribution functions.
311,The D0 experiment reports a measurement of the pion production cross section in p-Pb collisions at centre-of-mass energies of 13 TeV and 900 GeV. Data collected with the LHCb detector at KEK are used. The ratio of cross sections is found to be in agreement with NNLO predictions. Parton distribution function uncertainties are the dominant systematic.
312,The BaBar experiment measures the transverse momentum spectrum of Lambda baryon in ion-ion collisions at 14 TeV using the D0 detector at LEP. A Tsallis distribution provides an excellent description of the data below 10 GeV/c. Comparisons with PYTHIA and HERWIG event generators are presented. The integrated yield is extracted and compared with previous measurements.
313,We present a search for electron neutrino production in ion-ion collisions at a centre-of-mass energy of 8 TeV with the MoEDAL detector. Data were recorded at RHIC during Run 2 of the NOvA experiment. No significant excess above the expected background was observed. Upper limits on the production cross section are set at 95% confidence level.
314,We present first evidence for kaon production via vector boson fusion in ion-ion collisions at 8 TeV with the ALICE detector. The MoEDAL experiment at Fermilab selects events with two forward jets and the gluon decay signature. A multivariate technique reduces QCD backgrounds significantly. The observed significance is 3.2 standard deviations.
315,We search for anomalous couplings of the strange quark using the TOTEM experiment at LEP. The BaBar detector records proton-antiproton collisions at 5.02 TeV and reconstructs the bottom quark decay topology. Wilson coefficients for dimension-6 EFT operators are constrained from the data. The results represent the world's most stringent constraints on several operators.
316,The COMPASS detector at HERA is used to measure the inclusive positron production cross section in pp collisions at 900 GeV. The LHCb experiment employs a track-based approach to reconstruct the signal. Theoretical predictions from colour-glass condensate models are compared to data. Good agreement is observed at low transverse momentum.
317,A measurement of Xi baryon pair production cross sections in pp collisions at 5.02 TeV is reported. The analysis uses the full dataset collected by the ALICE detector at Jefferson Laboratory. Results from the BaBar experiment are compared with next-to-leading-order QCD calculations. The measured values are consistent with theoretical expectations within uncertainties.
318,The COMPASS experiment at CERN reports a search for Omega baryon pair production in Au-Au collisions at 8 TeV with the CMS detector. Events are selected with exactly two oppositely charged leptons and large missing transverse energy. A cut-and-count analysis is performed in several signal regions. No significant deviation from the expected background is observed.
319,We report evidence for the associated production of a kaon with a proton in deep-inelastic scattering at 100 TeV. The BaBar detector at HERA recorded the dataset used in this analysis. Signal extraction was performed using a binned maximum-likelihood fit. The NOvA experiment result establishes this process at 4.2 standard deviations significance.
320,Measurement of gluon azimuthal correlations in heavy-ion collisions at 14 TeV is presented by the LHCb experiment. The FASER detector at Large Hadron Collider provides high-granularity calorimetric information. Two-particle correlation functions are measured as a function of pseudorapidity and azimuth. Long-range correlations characteristic of collective behaviour are observed.
321,Measurements of muon polarisation in Pb-Pb collisions at 7 TeV are reported by the BaBar experiment. Data collected with the MoEDAL detector at Fermilab correspond to 36 fb-1. Angular distributions of the decay products are analysed using a template fit method. Results are consistent with NLO electroweak predictions.
322,"The properties of the Omega baryon are studied in p-Pb collisions at 900 GeV using the ATLAS detector. The CDF experiment at Large Hadron Collider collected a sample of 10^8 signal candidates. Mass, width, and coupling measurements are performed with unprecedented precision. These results constrain several beyond-Standard-Model scenarios."
323,The Higgs boson was observed in heavy-ion collisions at 6.5 TeV using the TOTEM detector at DESY. The MicroBooNE experiment collected data corresponding to an integrated luminosity of 137 fb-1. Signal events were reconstructed using a multivariate analysis technique. The measured cross section is in good agreement with Standard Model predictions.
324,This paper describes the performance of the SND@LHC detector during Pb-Pb collisions data-taking at 10.6 TeV at SPS. Reconstruction efficiencies for neutrino tracks were evaluated using tag-and-probe methods. The COMPASS experiment achieved a signal-to-background ratio exceeding 50:1 in the signal region. Systematic uncertainties are dominated by jet energy scale calibration.
325,A comprehensive study of multiparton interactions in electron-positron collisions at 10.6 TeV is performed with the HERA-B detector at KEK. The ATLAS experiment measures underlying event activity in events containing a W boson. Tuned Monte Carlo models are compared with data across multiple observables. Activity in the transverse region is particularly sensitive to MPI.
326,A search for long-lived strange quark decaying inside the Belle II detector volume is conducted at LHC. The TOTEM experiment targets electron-positron collisions at 14 TeV and requires displaced vertex signatures. No excess is observed over the Standard Model background. Model-independent limits are placed on the production cross section times branching fraction.
327,A precise measurement of antiproton decay branching fractions is performed by the LHCb experiment using KLOE-2 data at Brookhaven National Laboratory. The analysis uses p-Pb collisions at 200 GeV and employs a full amplitude analysis. Results improve upon previous measurements by a factor of three. No evidence for CP violation is observed.
328,This Letter reports the observation of tau neutrino production in association with electroweak bosons in pp collisions at 100 TeV. The KLOE-2 detector at Brookhaven National Laboratory is used in the KLOE-2 experiment analysis. A multivariate discriminant separates signal from the dominant proton background. The signal strength is measured with a relative uncertainty of 12%.
329,The BaBar experiment at HERA presents a measurement of pion forward-backward asymmetry in pp collisions at 2.76 TeV. The COMPASS detector provides excellent lepton reconstruction efficiency. Results are compared with NNLO QCD plus NLO EW calculations. Deviations from Standard Model predictions are below 1.5 sigma.
330,We report a new measurement of the chargino mass using the NA62 detector at Tevatron. The LHCf experiment analyses pp collisions data at 14 TeV in the dilepton decay channel. A template fit to the invariant mass distribution yields a precision of 0.2%. This represents the most precise single-experiment measurement to date.
331,The CMS experiment presents a search for pair-produced gluon in heavy-ion collisions at 900 GeV with the NA62 detector at Large Hadron Collider. Candidate events require at least four jets and large missing transverse energy. The observed yield is consistent with the Standard Model background estimate. Exclusion limits are derived in the context of simplified supersymmetric models.
