ID,Tokens,Labels
212,using,O
212,the,O
212,KLOE-2,B-DETECTOR
212,detector,O
212,at,O
212,Tevatron,B-FACILITY
212,.,O
212,A,O
212,Tsallis,O
212,distribution,O
212,provides,O
212,an,O
212,excellent,O
212,description,O
212,of,O
212,the,O
212,data,O
212,below,O
212,10,O
212,GeV/c,O
212,.,O
212,Comparisons,O
212,with,O
212,PYTHIA,O
212,and,O
212,HERWIG,O
212,event,O
212,generators,O
212,are,O
212,presented,O
212,.,O
212,The,O
212,integrated,O
212,yield,O
212,is,O
212,extracted,O
212,and,O
212,compared,O
212,with,O
212,previous,O
212,measurements,O
212,.,O
213,We,O
213,present,O
213,a,O
213,search,O
213,for,O
213,Higgs,B-PARTICLE
213,boson,I-PARTICLE
213,production,O
213,in,O
213,p-Pb,B-COLLISION
213,collisions,I-COLLISION
213,at,O
213,a,O
213,centre-of-mass,O
213,energy,O
213,of,O
213,0.9,B-ENERGY
213,TeV,I-ENERGY
213,with,O
213,the,O
213,T2K,B-DETECTOR
213,detector,O
213,.,O
213,Data,O
213,were,O
213,recorded,O
213,at,O
213,Brookhaven,B-FACILITY
213,National,I-FACILITY
213,Laboratory,I-FACILITY
213,during,O
213,Run,O
213,2,O
213,of,O
213,the,O
213,LHCb,B-EXPERIMENT
213,experiment,I-EXPERIMENT
213,.,O
213,No,O
213,significant,O
213,excess,O
213,above,O
213,the,O
213,expected,O
213,background,O
213,was,O
213,observed,O
213,.,O
213,Upper,O
213,limits,O
213,on,O
213,the,O
213,production,O
213,cross,O
213,section,O
213,are,O
213,set,O
213,at,O
21300%,95%,O
213,confidence,O
213,level,O
213,.,O
214,We,O
214,present,O
214,first,O
214,evidence,O
214,for,O
214,stop,B-PARTICLE
214,squark,I-PARTICLE
214,production,O
214,via,O
214,vector,O
214,boson,O
214,fusion,O
214,in,O
214,deep-inelastic,B-COLLISION
214,scattering,I-COLLISION
214,at,O
214,10.6,B-ENERGY
214,TeV,I-ENERGY
214,with,O
214,the,O
214,BaBar,B-DETECTOR
214,detector,O
214,.,O
214,The,O
214,KLOE-2,B-EXPERIMENT
214,experiment,I-EXPERIMENT
214,at,O
214,Large,B-FACILITY
214,Hadron,I-FACILITY
214,Collider,I-FACILITY
214,selects,O
214,events,O
214,with,O
214,two,O
214,forward,O
214,jets,O
214,and,O
214,the,O
214,W,B-PARTICLE
214,boson,I-PARTICLE
214,decay,O
214,signature,O
214,.,O
214,A,O
214,multivariate,O
214,technique,O
214,reduces,O
214,QCD,O
214,backgrounds,O
214,significantly,O
214,.,O
214,The,O
214,observed,O
214,significance,O
214,is,O
214,3.2,O
214,standard,O
214,deviations,O
214,.,O
215,We,O
215,search,O
215,for,O
215,anomalous,O
215,couplings,O
215,of,O
215,the,O
215,neutralino,B-PARTICLE
215,using,O
215,the,O
215,FASER,B-EXPERIMENT
215,experiment,I-EXPERIMENT
215,at,O
215,LEP,B-FACILITY
215,.,O
215,The,O
215,NOvA,B-DETECTOR
215,detector,O
215,records,O
215,Pb-Pb,B-COLLISION
215,collisions,I-COLLISION
215,at,O
215,1.96,B-ENERGY
215,TeV,I-ENERGY
215,and,O
215,reconstructs,O
215,the,O
215,strange,B-PARTICLE
215,quark,I-PARTICLE
215,decay,O
215,topology,O
215,.,O
215,Wilson,O
215,coefficients,O
215,for,O
215,dimension-6,O
215,EFT,O
215,operators,O
215,are,O
215,constrained,O
215,from,O
215,the,O
215,data,O
215,.,O
215,The,O
215,results,O
215,represent,O
215,the,O
215,world's,O
215,most,O
215,stringent,O
215,constraints,O
215,on,O
215,several,O
215,operators,O
215,.,O
216,The,O
216,T2K,B-DETECTOR
216,detector,O
216,at,O
216,Brookhaven,B-FACILITY
216,National,I-FACILITY
216,Laboratory,I-FACILITY
216,is,O
216,used,O
216,to,O
216,measure,O
216,the,O
216,inclusive,O
216,antiproton,B-PARTICLE
216,production,O
216,cross,O
216,section,O
216,in,O
216,Au-Au,B-COLLISION
216,collisions,I-COLLISION
216,at,O
216,14,B-ENERGY
216,TeV,I-ENERGY
216,.,O
216,The,O
216,CDF,B-EXPERIMENT
216,experiment,I-EXPERIMENT
216,employs,O
216,a,O
216,track-based,O
216,approach,O
216,to,O
216,reconstruct,O
216,the,O
216,signal,O
216,.,O
216,Theoretical,O
216,predictions,O
216,from,O
216,colour-glass,O
216,condensate,O
216,models,O
216,are,O
216,compared,O
216,to,O
216,data,O
216,.,O
216,Good,O
216,agreement,O
216,is,O
216,observed,O
216,at,O
216,low,O
216,transverse,O
216,momentum,O
216,.,O
217,A,O
217,measurement,O
217,of,O
217,electron,B-PARTICLE
217,pair,O
217,production,O
217,cross,O
217,sections,O
217,in,O
217,p-Pb,B-COLLISION
217,collisions,I-COLLISION
217,at,O
217,8,B-ENERGY
217,TeV,I-ENERGY
217,is,O
217,reported,O
217,.,O
217,The,O
217,analysis,O
217,uses,O
217,the,O
217,full,O
217,dataset,O
217,collected,O
217,by,O
217,the,O
217,LHCb,B-DETECTOR
217,detector,O
217,at,O
217,SPS,B-FACILITY
217,.,O
217,Results,O
217,from,O
217,the,O
217,ATLAS,B-EXPERIMENT
217,experiment,I-EXPERIMENT
217,are,O
217,compared,O
217,with,O
217,next-to-leading-order,O
217,QCD,O
217,calculations,O
217,.,O
217,The,O
217,measured,O
217,values,O
217,are,O
217,consistent,O
217,with,O
217,theoretical,O
217,expectations,O
217,within,O
217,uncertainties,O
217,.,O
218,The,O
218,ALICE,B-EXPERIMENT
218,experiment,I-EXPERIMENT
218,at,O
218,HERA,B-FACILITY
218,reports,O
218,a,O
218,search,O
218,for,O
218,Xi,B-PARTICLE
218,baryon,I-PARTICLE
218,pair,O
218,production,O
218,in,O
218,nucleus-nucleus,B-COLLISION
218,collisions,I-COLLISION
218,at,O
218,10.6,B-ENERGY
218,TeV,I-ENERGY
218,with,O
218,the,O
218,TOTEM,B-DETECTOR
218,detector,O
218,.,O
218,Events,O
218,are,O
218,selected,O
218,with,O
218,exactly,O
218,two,O
218,oppositely,O
218,charged,O
218,leptons,O
218,and,O
218,large,O
218,missing,O
218,transverse,O
218,energy,O
218,.,O
218,A,O
218,cut-and-count,O
218,analysis,O
218,is,O
218,performed,O
218,in,O
218,several,O
218,signal,O
218,regions,O
218,.,O
218,No,O
218,significant,O
218,deviation,O
218,from,O
218,the,O
218,expected,O
218,background,O
218,is,O
218,observed,O
218,.,O
219,We,O
219,report,O
219,evidence,O
219,for,O
219,the,O
219,associated,O
219,production,O
219,of,O
219,a,O
219,chargino,B-PARTICLE
219,with,O
219,a,O
219,proton,B-PARTICLE
219,in,O
219,deep-inelastic,B-COLLISION
219,scattering,I-COLLISION
219,at,O
219,7,B-ENERGY
219,TeV,I-ENERGY
219,.,O
219,The,O
219,MicroBooNE,B-DETECTOR
219,detector,O
219,at,O
219,SuperKEKB,B-FACILITY
219,recorded,O
219,the,O
219,dataset,O
219,used,O
219,in,O
219,this,O
219,analysis,O
219,.,O
219,Signal,O
219,extraction,O
219,was,O
219,performed,O
219,using,O
219,a,O
219,binned,O
219,maximum-likelihood,O
219,fit,O
219,.,O
219,The,O
219,TOTEM,B-EXPERIMENT
219,experiment,I-EXPERIMENT
219,result,O
219,establishes,O
219,this,O
219,process,O
219,at,O
219,4.2,O
219,standard,O
219,deviations,O
219,significance,O
219,.,O
220,Measurement,O
220,of,O
220,antiproton,B-PARTICLE
220,azimuthal,O
220,correlations,O
220,in,O
220,p-Pb,B-COLLISION
220,collisions,I-COLLISION
220,at,O
220,5.02,B-ENERGY
220,TeV,I-ENERGY
220,is,O
220,presented,O
220,by,O
220,the,O
220,MoEDAL,B-EXPERIMENT
220,experiment,I-EXPERIMENT
220,.,O
220,The,O
220,HERA-B,B-DETECTOR
220,detector,O
220,at,O
220,SPS,B-FACILITY
220,provides,O
220,high-granularity,O
220,calorimetric,O
220,information,O
220,.,O
220,Two-particle,O
220,correlation,O
220,functions,O
220,are,O
220,measured,O
220,as,O
220,a,O
220,function,O
220,of,O
220,pseudorapidity,O
220,and,O
220,azimuth,O
220,.,O
220,Long-range,O
220,correlations,O
220,characteristic,O
220,of,O
220,collective,O
220,behaviour,O
220,are,O
220,observed,O
220,.,O
221,Measurements,O
221,of,O
221,top,B-PARTICLE
221,quark,I-PARTICLE
221,polarisation,O
221,in,O
221,p-Pb,B-COLLISION
221,collisions,I-COLLISION
221,at,O
221,13,B-ENERGY
221,TeV,I-ENERGY
221,are,O
221,reported,O
221,by,O
221,the,O
221,T2K,B-EXPERIMENT
221,experiment,I-EXPERIMENT
221,.,O
221,Data,O
221,collected,O
221,with,O
221,the,O
221,ALICE,B-DETECTOR
221,detector,O
221,at,O
221,SLAC,B-FACILITY
221,National,I-FACILITY
221,Accelerator,I-FACILITY
221,Laboratory,I-FACILITY
221,correspond,O
221,to,O
221,36,O
221,fb-1,O
221,.,O
221,Angular,O
221,distributions,O
221,of,O
221,the,O
221,decay,O
221,products,O
221,are,O
221,analysed,O
221,using,O
221,a,O
221,template,O
221,fit,O
221,method,O
221,.,O
221,Results,O
221,are,O
221,consistent,O
221,with,O
221,NLO,O
221,electroweak,O
221,predictions,O
221,.,O
222,The,O
222,properties,O
222,of,O
222,the,O
222,B,B-PARTICLE
222,meson,I-PARTICLE
222,are,O
222,studied,O
222,in,O
222,Au-Au,B-COLLISION
222,collisions,I-COLLISION
222,at,O
222,900,B-ENERGY
222,GeV,I-ENERGY
222,using,O
222,the,O
222,MoEDAL,B-DETECTOR
222,detector,O
222,.,O
222,The,O
222,TOTEM,B-EXPERIMENT
222,experiment,I-EXPERIMENT
222,at,O
222,LEP,B-FACILITY
222,collected,O
222,a,O
222,sample,O
222,of,O
222,10^8,O
222,signal,O
222,candidates,O
222,.,O
222,Mass,O
222,",",O
222,width,O
222,",",O
222,and,O
222,coupling,O
222,measurements,O
222,are,O
222,performed,O
222,with,O
222,unprecedented,O
222,precision,O
222,.,O
222,These,O
222,results,O
222,constrain,O
222,several,O
222,beyond-Standard-Model,O
222,scenarios,O
222,.,O
223,The,O
223,tau,B-PARTICLE
223,lepton,I-PARTICLE
223,was,O
223,observed,O
223,in,O
223,proton-antiproton,B-COLLISION
223,collisions,I-COLLISION
223,at,O
223,13.6,B-ENERGY
223,TeV,I-ENERGY
223,using,O
223,the,O
223,ATLAS,B-DETECTOR
223,detector,O
223,at,O
223,Fermilab,B-FACILITY
223,.,O
223,The,O
223,ALICE,B-EXPERIMENT
223,experiment,I-EXPERIMENT
223,collected,O
223,data,O
223,corresponding,O
223,to,O
223,an,O
223,integrated,O
223,luminosity,O
223,of,O
223,137,O
223,fb-1,O
223,.,O
223,Signal,O
223,events,O
223,were,O
223,reconstructed,O
223,using,O
223,a,O
223,multivariate,O
223,analysis,O
223,technique,O
223,.,O
223,The,O
223,measured,O
223,cross,O
223,section,O
223,is,O
223,in,O
223,good,O
223,agreement,O
223,with,O
223,Standard,O
223,Model,O
223,predictions,O
223,.,O
224,This,O
224,paper,O
224,describes,O
224,the,O
224,performance,O
224,of,O
224,the,O
224,HERA-B,B-DETECTOR
224,detector,O
224,during,O
224,pp,B-COLLISION
224,collisions,I-COLLISION
224,data-taking,O
224,at,O
224,10.6,B-ENERGY
224,TeV,I-ENERGY
224,at,O
224,HERA,B-FACILITY
224,.,O
224,Reconstruction,O
224,efficiencies,O
224,for,O
224,Xi,B-PARTICLE
224,baryon,I-PARTICLE
224,tracks,O
224,were,O
224,evaluated,O
224,using,O
224,tag-and-probe,O
224,methods,O
224,.,O
224,The,O
224,KLOE-2,B-EXPERIMENT
224,experiment,I-EXPERIMENT
224,achieved,O
224,a,O
224,signal-to-background,O
224,ratio,O
224,exceeding,O
224,50:1,O
224,in,O
224,the,O
224,signal,O
224,region,O
224,.,O
224,Systematic,O
224,uncertainties,O
224,are,O
224,dominated,O
224,by,O
224,jet,O
224,energy,O
224,scale,O
224,calibration,O
224,.,O
225,A,O
225,comprehensive,O
225,study,O
225,of,O
225,multiparton,O
225,interactions,O
225,in,O
225,heavy-ion,B-COLLISION
225,collisions,I-COLLISION
225,at,O
225,6.5,B-ENERGY
225,TeV,I-ENERGY
225,is,O
225,performed,O
225,with,O
225,the,O
225,COMPASS,B-DETECTOR
225,detector,O
225,at,O
225,Fermilab,B-FACILITY
225,.,O
225,The,O
225,NA62,B-EXPERIMENT
225,experiment,I-EXPERIMENT
225,measures,O
225,underlying,O
225,event,O
225,activity,O
225,in,O
225,events,O
225,containing,O
225,a,O
225,photon,B-PARTICLE
225,.,O
225,Tuned,O
225,Monte,O
225,Carlo,O
225,models,O
225,are,O
225,compared,O
225,with,O
225,data,O
225,across,O
225,multiple,O
225,observables,O
225,.,O
225,Activity,O
225,in,O
225,the,O
225,transverse,O
225,region,O
225,is,O
225,particularly,O
225,sensitive,O
225,to,O
225,MPI,O
225,.,O
226,A,O
226,search,O
226,for,O
226,long-lived,O
226,electron,B-PARTICLE
226,neutrino,I-PARTICLE
226,decaying,O
226,inside,O
226,the,O
226,ALICE,B-DETECTOR
226,detector,O
226,volume,O
226,is,O
226,conducted,O
226,at,O
226,Large,B-FACILITY
226,Hadron,I-FACILITY
226,Collider,I-FACILITY
226,.,O
226,The,O
226,NOvA,B-EXPERIMENT
226,experiment,I-EXPERIMENT
226,targets,O
226,pp,B-COLLISION
226,collisions,I-COLLISION
226,at,O
226,1.96,B-ENERGY
226,TeV,I-ENERGY
226,and,O
226,requires,O
226,displaced,O
226,vertex,O
226,signatures,O
226,.,O
226,No,O
226,excess,O
226,is,O
226,observed,O
226,over,O
226,the,O
226,Standard,O
226,Model,O
226,background,O
226,.,O
226,Model-independent,O
226,limits,O
226,are,O
226,placed,O
226,on,O
226,the,O
226,production,O
226,cross,O
226,section,O
226,times,O
226,branching,O
226,fraction,O
226,.,O
227,A,O
227,precise,O
227,measurement,O
227,of,O
227,antiproton,B-PARTICLE
227,decay,O
227,branching,O
227,fractions,O
227,is,O
227,performed,O
227,by,O
227,the,O
227,ALICE,B-EXPERIMENT
227,experiment,I-EXPERIMENT
227,using,O
227,NOvA,B-DETECTOR
227,data,O
227,at,O
227,LHC,B-FACILITY
227,.,O
227,The,O
227,analysis,O
227,uses,O
227,heavy-ion,B-COLLISION
227,collisions,I-COLLISION
227,at,O
227,6.5,B-ENERGY
227,TeV,I-ENERGY
227,and,O
227,employs,O
227,a,O
227,full,O
227,amplitude,O
227,analysis,O
227,.,O
227,Results,O
227,improve,O
227,upon,O
227,previous,O
227,measurements,O
227,by,O
227,a,O
227,factor,O
227,of,O
227,three,O
227,.,O
227,No,O
227,evidence,O
227,for,O
227,CP,O
227,violation,O
227,is,O
227,observed,O
227,.,O
228,This,O
228,Letter,O
228,reports,O
228,the,O
228,observation,O
228,of,O
228,neutrino,B-PARTICLE
228,production,O
228,in,O
228,association,O
228,with,O
228,electroweak,O
228,bosons,O
228,in,O
228,Pb-Pb,B-COLLISION
228,collisions,I-COLLISION
228,at,O
228,8,B-ENERGY
228,TeV,I-ENERGY
228,.,O
228,The,O
228,BaBar,B-DETECTOR
228,detector,O
228,at,O
228,Fermilab,B-FACILITY
228,is,O
228,used,O
228,in,O
228,the,O
228,NOvA,B-EXPERIMENT
228,experiment,I-EXPERIMENT
228,analysis,O
228,.,O
228,A,O
228,multivariate,O
228,discriminant,O
228,separates,O
228,signal,O
228,from,O
228,the,O
228,dominant,O
228,muon,B-PARTICLE
228,background,O
228,.,O
228,The,O
228,signal,O
228,strength,O
228,is,O
228,measured,O
228,with,O
228,a,O
228,relative,O
228,uncertainty,O
228,of,O
22800%,12%,O
228,.,O
229,The,O
229,BaBar,B-EXPERIMENT
229,experiment,I-EXPERIMENT
229,at,O
229,SLAC,B-FACILITY
229,National,I-FACILITY
229,Accelerator,I-FACILITY
229,Laboratory,I-FACILITY
229,presents,O
229,a,O
229,measurement,O
229,of,O
229,positron,B-PARTICLE
229,forward-backward,O
229,asymmetry,O
229,in,O
229,Au-Au,B-COLLISION
229,collisions,I-COLLISION
229,at,O
229,3.5,B-ENERGY
229,TeV,I-ENERGY
229,.,O
229,The,O
229,LHCb,B-DETECTOR
229,detector,O
229,provides,O
229,excellent,O
229,lepton,O
229,reconstruction,O
229,efficiency,O
229,.,O
229,Results,O
229,are,O
229,compared,O
229,with,O
229,NNLO,O
229,QCD,O
229,plus,O
229,NLO,O
229,EW,O
229,calculations,O
229,.,O
229,Deviations,O
229,from,O
229,Standard,O
229,Model,O
229,predictions,O
229,are,O
229,below,O
229,1.5,O
229,sigma,O
229,.,O
230,We,O
230,report,O
230,a,O
230,new,O
230,measurement,O
230,of,O
230,the,O
230,photon,B-PARTICLE
230,mass,O
230,using,O
230,the,O
230,HERA-B,B-DETECTOR
230,detector,O
230,at,O
230,SPS,B-FACILITY
230,.,O
230,The,O
230,LHCf,B-EXPERIMENT
230,experiment,I-EXPERIMENT
230,analyses,O
230,pp,B-COLLISION
230,collisions,I-COLLISION
230,data,O
230,at,O
230,3.5,B-ENERGY
230,TeV,I-ENERGY
230,in,O
230,the,O
230,dilepton,O
230,decay,O
230,channel,O
230,.,O
230,A,O
230,template,O
230,fit,O
230,to,O
230,the,O
230,invariant,O
230,mass,O
230,distribution,O
230,yields,O
230,a,O
230,precision,O
230,of,O
23000.00%,0.20%,O
230,.,O
230,This,O
230,represents,O
230,the,O
230,most,O
230,precise,O
230,single-experiment,O
230,measurement,O
230,to,O
230,date,O
230,.,O
231,The,O
231,KLOE-2,B-EXPERIMENT
231,experiment,I-EXPERIMENT
231,presents,O
231,a,O
231,search,O
231,for,O
231,pair-produced,O
231,muon,B-PARTICLE
231,in,O
231,Pb-Pb,B-COLLISION
231,collisions,I-COLLISION
231,at,O
231,5.02,B-ENERGY
231,TeV,I-ENERGY
231,with,O
231,the,O
231,NA62,B-DETECTOR
231,detector,O
231,at,O
231,HERA,B-FACILITY
231,.,O
231,Candidate,O
231,events,O
231,require,O
231,at,O
231,least,O
231,four,O
231,jets,O
231,and,O
231,large,O
231,missing,O
231,transverse,O
231,energy,O
231,.,O
231,The,O
231,observed,O
231,yield,O
231,is,O
231,consistent,O
231,with,O
231,the,O
231,Standard,O
231,Model,O
231,background,O
231,estimate,O
231,.,O
231,Exclusion,O
231,limits,O
231,are,O
231,derived,O
231,in,O
231,the,O
231,context,O
231,of,O
231,simplified,O
231,supersymmetric,O
231,models,O
231,.,O
232,A,O
232,differential,O
232,cross-section,O
232,measurement,O
232,of,O
232,bottom,B-PARTICLE
232,quark,I-PARTICLE
232,production,O
232,in,O
232,ion-ion,B-COLLISION
232,collisions,I-COLLISION
232,at,O
232,13,B-ENERGY
232,TeV,I-ENERGY
232,is,O
232,presented,O
232,using,O
232,the,O
232,TOTEM,B-DETECTOR
232,detector,O
232,.,O
232,The,O
232,analysis,O
232,exploits,O
232,p-Pb,B-COLLISION
232,collisions,I-COLLISION
232,data,O
232,collected,O
232,at,O
232,Jefferson,B-FACILITY
232,Laboratory,I-FACILITY
232,during,O
232,the,O
232,LHC,B-FACILITY
232,Run,O
232,2,O
232,period,O
232,.,O
232,The,O
232,MicroBooNE,B-EXPERIMENT
232,experiment,I-EXPERIMENT
232,results,O
232,are,O
232,unfolded,O
232,to,O
232,the,O
232,particle,O
232,level,O
232,and,O
232,compared,O
232,to,O
232,Monte,O
232,Carlo,O
232,generators,O
232,.,O
232,NLO+PS,O
232,predictions,O
232,describe,O
232,the,O
232,data,O
232,well,O
232,.,O
233,We,O
233,study,O
233,the,O
233,suppression,O
233,of,O
233,chargino,B-PARTICLE
233,yields,O
233,in,O
233,proton-proton,B-COLLISION
233,collisions,I-COLLISION
233,at,O
233,14,B-ENERGY
233,TeV,I-ENERGY
233,relative,O
233,to,O
233,ion-ion,B-COLLISION
233,collisions,I-COLLISION
233,using,O
233,the,O
233,NA62,B-DETECTOR
233,detector,O
233,.,O
233,Data,O
233,from,O
233,the,O
233,FASER,B-EXPERIMENT
233,experiment,I-EXPERIMENT
233,at,O
233,LEP,B-FACILITY
233,are,O
233,compared,O
233,to,O
233,perturbative,O
233,QCD,O
233,calculations,O
233,including,O
233,nuclear,O
233,effects,O
233,.,O
233,A,O
233,strong,O
233,suppression,O
233,is,O
233,observed,O
233,at,O
233,high,O
233,transverse,O
233,momenta,O
233,.,O
233,Results,O
233,are,O
233,consistent,O
233,with,O
233,parton,O
233,energy,O
233,loss,O
233,in,O
233,a,O
233,deconfined,O
233,medium,O
233,.,O
234,Elliptic,O
234,flow,O
234,measurements,O
234,of,O
234,Z,B-PARTICLE
234,boson,I-PARTICLE
234,in,O
234,nucleus-nucleus,B-COLLISION
234,collisions,I-COLLISION
234,at,O
234,6.5,B-ENERGY
234,TeV,I-ENERGY
234,are,O
234,reported,O
234,by,O
234,the,O
234,ATLAS,B-EXPERIMENT
234,experiment,I-EXPERIMENT
234,.,O
234,Data,O
234,collected,O
234,at,O
234,Brookhaven,B-FACILITY
234,National,I-FACILITY
234,Laboratory,I-FACILITY
234,with,O
234,the,O
234,MoEDAL,B-DETECTOR
234,detector,O
234,span,O
234,multiple,O
234,centrality,O
234,classes,O
234,.,O
234,The,O
234,azimuthal,O
234,anisotropy,O
234,coefficients,O
234,are,O
234,extracted,O
234,using,O
234,the,O
234,two-particle,O
234,cumulant,O
234,method,O
234,.,O
234,Results,O
234,are,O
234,compared,O
234,with,O
234,viscous,O
234,hydrodynamic,O
234,calculations,O
234,.,O
235,The,O
235,COMPASS,B-DETECTOR
235,detector,O
235,at,O
235,SLAC,B-FACILITY
235,National,I-FACILITY
235,Accelerator,I-FACILITY
235,Laboratory,I-FACILITY
235,measures,O
235,B,B-PARTICLE
235,meson,I-PARTICLE
235,production,O
235,cross,O
235,sections,O
235,differentially,O
235,in,O
235,rapidity,O
235,and,O
235,transverse,O
235,momentum,O
235,.,O
235,The,O
235,KLOE-2,B-EXPERIMENT
235,experiment,I-EXPERIMENT
235,uses,O
235,heavy-ion,B-COLLISION
235,collisions,I-COLLISION
235,at,O
235,13,B-ENERGY
235,TeV,I-ENERGY
235,corresponding,O
235,to,O
235,5.4,O
235,fb-1,O
235,.,O
235,PDF-sensitive,O
235,observables,O
235,are,O
235,constructed,O
235,and,O
235,compared,O
235,with,O
235,theoretical,O
235,predictions,O
235,.,O
235,These,O
235,data,O
235,will,O
235,constrain,O
235,next-generation,O
235,parton,O
235,distribution,O
235,functions,O
235,.,O
236,The,O
236,CDF,B-EXPERIMENT
236,experiment,I-EXPERIMENT
236,reports,O
236,a,O
236,measurement,O
236,of,O
236,the,O
236,positron,B-PARTICLE
236,production,O
236,cross,O
236,section,O
236,in,O
236,proton-antiproton,B-COLLISION
236,collisions,I-COLLISION
236,at,O
236,centre-of-mass,O
236,energies,O
236,of,O
236,10.6,B-ENERGY
236,TeV,I-ENERGY
236,and,O
236,6.5,B-ENERGY
236,TeV,I-ENERGY
236,.,O
236,Data,O
236,collected,O
236,with,O
236,the,O
236,FASER,B-DETECTOR
236,detector,O
236,at,O
236,Brookhaven,B-FACILITY
236,National,I-FACILITY
236,Laboratory,I-FACILITY
236,are,O
236,used,O
236,.,O
236,The,O
236,ratio,O
236,of,O
236,cross,O
236,sections,O
236,is,O
236,found,O
236,to,O
236,be,O
236,in,O
236,agreement,O
236,with,O
236,NNLO,O
236,predictions,O
236,.,O
236,Parton,O
236,distribution,O
236,function,O
236,uncertainties,O
236,are,O
236,the,O
236,dominant,O
236,systematic,O
236,.,O
237,The,O
237,Belle,B-EXPERIMENT
237,II,I-EXPERIMENT
237,experiment,I-EXPERIMENT
237,measures,O
237,the,O
237,transverse,O
237,momentum,O
237,spectrum,O
237,of,O
237,D,B-PARTICLE
237,meson,I-PARTICLE
237,in,O
237,Xe-Xe,B-COLLISION
237,collisions,I-COLLISION
237,at,O
237,1.96,B-ENERGY
237,TeV,I-ENERGY
237,using,O
237,the,O
237,ATLAS,B-DETECTOR
237,detector,O
237,at,O
237,RHIC,B-FACILITY
237,.,O
237,A,O
237,Tsallis,O
237,distribution,O
237,provides,O
237,an,O
237,excellent,O
237,description,O
237,of,O
237,the,O
237,data,O
237,below,O
237,10,O
237,GeV/c,O
237,.,O
237,Comparisons,O
237,with,O
237,PYTHIA,O
237,and,O
237,HERWIG,O
237,event,O
237,generators,O
237,are,O
237,presented,O
237,.,O
237,The,O
237,integrated,O
237,yield,O
237,is,O
237,extracted,O
237,and,O
237,compared,O
237,with,O
237,previous,O
237,measurements,O
237,.,O
238,We,O
238,present,O
238,a,O
238,search,O
238,for,O
238,Z,B-PARTICLE
238,boson,I-PARTICLE
238,production,O
238,in,O
238,proton-antiproton,B-COLLISION
238,collisions,I-COLLISION
238,at,O
238,a,O
238,centre-of-mass,O
238,energy,O
238,of,O
238,7,B-ENERGY
238,TeV,I-ENERGY
238,with,O
238,the,O
238,KLOE-2,B-DETECTOR
238,detector,O
238,.,O
238,Data,O
238,were,O
238,recorded,O
238,at,O
238,Fermilab,B-FACILITY
238,during,O
238,Run,O
238,2,O
238,of,O
238,the,O
238,Belle,B-EXPERIMENT
238,II,I-EXPERIMENT
238,experiment,I-EXPERIMENT
238,.,O
238,No,O
238,significant,O
238,excess,O
238,above,O
238,the,O
238,expected,O
238,background,O
238,was,O
238,observed,O
238,.,O
238,Upper,O
238,limits,O
238,on,O
238,the,O
238,production,O
238,cross,O
238,section,O
238,are,O
238,set,O
238,at,O
23800%,95%,O
238,confidence,O
238,level,O
238,.,O
239,We,O
239,present,O
239,first,O
239,evidence,O
239,for,O
239,dark,B-PARTICLE
239,matter,I-PARTICLE
239,production,O
239,via,O
239,vector,O
239,boson,O
239,fusion,O
239,in,O
239,p-Pb,B-COLLISION
239,collisions,I-COLLISION
239,at,O
239,8,B-ENERGY
239,TeV,I-ENERGY
239,with,O
239,the,O
239,NOvA,B-DETECTOR
239,detector,O
239,.,O
239,The,O
239,BaBar,B-EXPERIMENT
239,experiment,I-EXPERIMENT
239,at,O
239,Jefferson,B-FACILITY
239,Laboratory,I-FACILITY
239,selects,O
239,events,O
239,with,O
239,two,O
239,forward,O
239,jets,O
239,and,O
239,the,O
239,Upsilon,B-PARTICLE
239,meson,I-PARTICLE
239,decay,O
239,signature,O
239,.,O
239,A,O
239,multivariate,O
239,technique,O
239,reduces,O
239,QCD,O
239,backgrounds,O
239,significantly,O
239,.,O
239,The,O
239,observed,O
239,significance,O
239,is,O
239,3.2,O
239,standard,O
239,deviations,O
239,.,O
240,We,O
240,search,O
240,for,O
240,anomalous,O
240,couplings,O
240,of,O
240,the,O
240,muon,B-PARTICLE
240,neutrino,I-PARTICLE
240,using,O
240,the,O
240,T2K,B-EXPERIMENT
240,experiment,I-EXPERIMENT
240,at,O
240,CERN,B-FACILITY
240,.,O
240,The,O
240,CDF,B-DETECTOR
240,detector,O
240,records,O
240,Pb-Pb,B-COLLISION
240,collisions,I-COLLISION
240,at,O
240,5.02,B-ENERGY
240,TeV,I-ENERGY
240,and,O
240,reconstructs,O
240,the,O
240,W,B-PARTICLE
240,boson,I-PARTICLE
240,decay,O
240,topology,O
240,.,O
240,Wilson,O
240,coefficients,O
240,for,O
240,dimension-6,O
240,EFT,O
240,operators,O
240,are,O
240,constrained,O
240,from,O
240,the,O
240,data,O
240,.,O
240,The,O
240,results,O
240,represent,O
240,the,O
240,world's,O
240,most,O
240,stringent,O
240,constraints,O
240,on,O
240,several,O
240,operators,O
240,.,O
241,The,O
241,ATLAS,B-DETECTOR
241,detector,O
241,at,O
241,CERN,B-FACILITY
241,is,O
241,used,O
241,to,O
241,measure,O
241,the,O
241,inclusive,O
241,Upsilon,B-PARTICLE
241,meson,I-PARTICLE
241,production,O
241,cross,O
241,section,O
241,in,O
241,proton-antiproton,B-COLLISION
241,collisions,I-COLLISION
241,at,O
241,5.02,B-ENERGY
241,TeV,I-ENERGY
241,.,O
241,The,O
